日期,标签,标题,摘要,来源,链接
2026-05-12,"社会, 国际",Portrait looted by Nazis found in home of Dutch SS leader's descendants,一幅被纳粹掠夺的肖像画在荷兰党卫军领袖后代家中被发现。,BBC World,https://www.bbc.com/news/articles/cgmpj0p9k08o?at_medium=RSS&at_campaign=rss
2026-05-12,"社会, 民生",Pupils hopeless and crying after 'poorly worded' Higher Maths exam,超1.1万人请愿要求重审高级数学考试，学生称考题表述不清、无法应对。,BBC Top,https://www.bbc.com/news/articles/cx21j20l9wlo?at_medium=RSS&at_campaign=rss
2026-05-13,"政治, 经济, 民生",《新闻联播》 20260512 21:00,习近平会见塔吉克斯坦总统等多国政要；未来产业布局提速；农村供水保障提升。,新闻联播,https://tv.cctv.com/2026/05/12/VIDEsAbPAUFSpzUyG3RYBi0C260512.shtml
2026-05-13,政治,[视频]习近平举行仪式欢迎塔吉克斯坦总统访华,习近平为塔吉克斯坦总统拉赫蒙访华举行欢迎仪式。,新闻联播,https://tv.cctv.com/2026/05/12/VIDETvRL2OSxRI5llz8kQ9Mg260512.shtml
2026-05-13,政治,[视频]习近平同塔吉克斯坦总统会谈,习近平与塔吉克斯坦总统会谈，强调深化战略对接与共建一带一路。,新闻联播,https://tv.cctv.com/2026/05/12/VIDEiANynxKjFw4tb8iQOVBA260512.shtml
2026-05-13,"政治, 国际",[视频]习近平会见文莱王储,习近平会见文莱王储，建议加强战略、发展、文明与全球治理合作。,新闻联播,https://tv.cctv.com/2026/05/12/VIDE3nQODqXJp3yyziynbLlu260512.shtml
2026-05-13,"政治, 国际",[视频]习近平会见联合国教科文组织总干事,习近平会见联合国教科文组织总干事，愿深化人工智能、数字教育等合作。,新闻联播,https://tv.cctv.com/2026/05/12/VIDEboAm50lR1GNEdLBiNyAF260512.shtml
2026-05-13,政治,[视频]李强会见塔吉克斯坦总统,李强会见塔吉克斯坦总统，强调深化贸易投资与基础设施合作。,新闻联播,https://tv.cctv.com/2026/05/12/VIDEEegdJNQKZahzcvB3ZNEa260512.shtml
2026-05-13,"政治, 国际",[视频]李强致电祝贺毛焦尔就任匈牙利总理,李强致电祝贺毛焦尔就任匈牙利总理，愿推动中匈关系发展。,新闻联播,https://tv.cctv.com/2026/05/12/VIDEBnXl6rNWjqdksB0s4u6U260512.shtml
2026-05-13,政治,[视频]赵乐际会见塔吉克斯坦总统,赵乐际会见塔吉克斯坦总统，强调深化战略互信与立法机构交流。,新闻联播,https://tv.cctv.com/2026/05/12/VIDEATOIXZbhk7SsbMg6I9zS260512.shtml
2026-05-13,"政治, 国际",[视频]韩正同文莱王储举行会谈,国家副主席韩正同文莱王储比拉会谈，庆祝建交35周年，推动命运共同体建设。,新闻联播,https://tv.cctv.com/2026/05/12/VIDE1JpspfOCGMx1yrrgwCYn260512.shtml
2026-05-13,"政治, 国际",[视频]国际社会高度关注中美元首会晤 期待两国合作为世界注入更多稳定性,国际社会高度关注中美元首会晤，期待两国合作为世界注入更多稳定性。,新闻联播,https://tv.cctv.com/2026/05/12/VIDESQEIGjjeTrtIYvZVVIwV260512.shtml
2026-05-13,"政治, 国际",Zelensky's ex-chief of staff in court as Ukraine corruption probe escalates,乌克兰前总统办公室主任因洗钱案被列为嫌疑人。,BBC World,https://www.bbc.com/news/articles/c4g48kj40lwo?at_medium=RSS&at_campaign=rss
2026-05-13,政治,The potential challengers to Keir Starmer,英工党多人被提名为首相潜在挑战者，包括伯纳姆等。,BBC Top,https://www.bbc.com/news/articles/c3e2n7xn14xo?at_medium=RSS&at_campaign=rss
2026-05-13,政治,Read all the ministers' resignation letters in full,多名英国部长因反对斯塔默领导而辞职，含菲利普斯。,BBC Top,https://www.bbc.com/news/articles/cglpz89265jo?at_medium=RSS&at_campaign=rss
2026-05-13,政治,"All the Labour MPs who have come out against Starmer, and the ones who want him to stay",工党议员公开反对首相斯塔默的人数持续增加。,BBC Top,https://www.bbc.com/news/articles/cgepqxj30pqo?at_medium=RSS&at_campaign=rss
2026-05-13,政治,Watch: Reporters shout questions at ministers leaving No 10,部长们离开内阁会议时遭记者追问首相前途。,BBC Top,https://www.bbc.com/news/videos/cn8p175l7v2o?at_medium=RSS&at_campaign=rss
2026-05-13,"政治, 国际",'Crisis in Great Britain!' How global media is reporting Starmer's fight for survival,英国首相斯塔默因选举惨败面临生存危机，引发全球媒体关注。,BBC Top,https://www.bbc.com/news/articles/crkp67pdy81o?at_medium=RSS&at_campaign=rss
2026-05-13,"政治, 军事",Israel's government is expected to collapse over ultra-Orthodox military draft,以色列极右翼正统犹太政党要求解散议会，内塔尼亚胡政府面临垮台风险。,NPR World,https://www.npr.org/2026/05/12/g-s1-121631/israel-military-ultra-orthodox-netanyahu-coalition
2026-05-13,"政治, 经济, 国际","Trump heads to China for state visit. And, how the war in Iran has affected inflation",特朗普访华会晤习近平，同时伊朗战争对美国通胀的影响备受关注。,NPR World,https://www.npr.org/2026/05/12/g-s1-121602/up-first-newsletter-trump-china-xi-jinping-inflation-mifepristone-cameron-hamilton
2026-05-13,"经济, 科技",[视频]今年以来我国未来产业布局提速,我国加速布局未来产业，太空算力、人形机器人等前沿技术取得突破，新赛道培育提速。,新闻联播,https://tv.cctv.com/2026/05/12/VIDEqwL0c62uEDbdRk5Z991x260512.shtml
2026-05-13,"经济, 国际",US inflation jumps to 3.8% as energy costs surge from Iran war,受伊朗战争影响，美国通胀率升至3.8%，创2023年5月以来新高。,BBC World,https://www.bbc.com/news/articles/c202pgxx89lo?at_medium=RSS&at_campaign=rss
2026-05-13,"军事, 国际",[视频]国际联播快讯,伊朗呼吁美国接受其方案；以军袭击黎南部致多人死亡；德乌将联合研发无人机。,新闻联播,https://tv.cctv.com/2026/05/12/VIDEiTEZEb91n7r17YCtSUE4260512.shtml
2026-05-13,"军事, 国际",Kuwait says Iran attacked an island where China is helping to build a port,科威特指控伊朗袭击中国援建港口岛屿，美方透露以色列曾向阿联酋部署“铁穹”。,NPR World,https://www.npr.org/2026/05/12/nx-s1-5819174/israel-sent-iron-dome-uae
2026-05-13,"军事, 政治",Israel to hold military tribunal for Palestinians accused in 2023 Hamas-led attacks,以色列计划设立军事法庭，审判数百名涉嫌参与2023年10月7日袭击的巴勒斯坦人。,NPR World,https://www.npr.org/2026/05/12/nx-s1-5818455/israel-to-hold-military-tribunal-for-palestinians-accused-in-2023-hamas-led-attacks
2026-05-13,民生,[视频]我国农村供水保障水平显著提升,我国农村供水保障水平显著提升，自来水普及率已达96%，提前完成规划目标。,新闻联播,https://tv.cctv.com/2026/05/12/VIDEUYDaAG1jwvfgqRgGDTMT260512.shtml
2026-05-13,"国际, 社会","No sign of larger hantavirus outbreak, says UN health agency",世卫组织称尚无迹象表明汉坦病毒更大规模爆发，但情况可能变化。,BBC World,https://www.bbc.com/news/articles/cqjpqynj1nlo?at_medium=RSS&at_campaign=rss
2026-05-13,"国际, 军事",Trump says Iran ceasefire is on 'massive life support',特朗普称伊朗停火协议“极度脆弱”，批评伊方反提议。,BBC World,https://www.bbc.com/news/articles/cvgznxn18zgo?at_medium=RSS&at_campaign=rss
2026-05-13,"国际, 军事",Lebanon says two paramedics among 10 killed in Israeli strikes,黎巴嫩称以色列空袭致10人死亡，包括两名医护人员。,BBC World,https://www.bbc.com/news/articles/cx21j3xl72zo?at_medium=RSS&at_campaign=rss
2026-05-13,"国际, 经济","As Trump goes to China, what do Americans say about tariffs, Iran and world standing?",民调显示多数美国人视中国为经济威胁，而非主要军事对手。,NPR World,https://www.npr.org/2026/05/12/nx-s1-5817601/trump-xi-china-tariffs-poll
2026-05-13,社会,[视频]各地各部门开展防灾减灾科普教育活动,第18个全国防灾减灾日，各地开展科普教育活动，提升群众防灾避险能力。,新闻联播,https://tv.cctv.com/2026/05/12/VIDEQ5AqGcNJw9KYYPjcuYlF260512.shtml
2026-05-13,"社会, 科技, 经济",[视频]国内联播快讯,护士总数达606万；世界数字教育大会发布成果；规范短视频内容标注；前4月食品贸易增长6.5%。,新闻联播,https://tv.cctv.com/2026/05/12/VIDEeHLQpZ5aCZi4nBDBJOm6260512.shtml
2026-05-14,"政治, 经济, 科技",《新闻联播》 20260513 19:00,推进国际科技创新中心建设；中美举行经贸磋商；一季度新设经营主体509.8万户；外资加速布局中国服务业。,新闻联播,https://tv.cctv.com/2026/05/13/VIDEI0JMTE8TfxTTrAHyYt6z260513.shtml
2026-05-14,"政治, 经济",[视频]【“十五五”开好局起好步】奋力谱写中国式现代化建设四川新篇章 接续奋斗 开创云南发展新局面,四川和云南发布“十五五”规划，聚焦新质生产力、绿色发展和区域经济增长极建设。,新闻联播,https://tv.cctv.com/2026/05/13/VIDEO8VvjLT08uCnNcwMahfs260513.shtml
2026-05-14,"政治, 经济, 国际",[视频]中美在韩国举行经贸磋商,中美在韩国举行经贸磋商，就解决彼此关切的经贸问题进行了坦诚、建设性交流。,新闻联播,https://tv.cctv.com/2026/05/13/VIDEVzBms5SdGZgqaexE1dMY260513.shtml
2026-05-14,政治,Chris Mason: Starmer hopes to save his job with promise of change - and warnings of chaos,斯塔默承诺变革并警告混乱，试图保住首相职位。,BBC Top,https://www.bbc.com/news/articles/c392djn3zzdo?at_medium=RSS&at_campaign=rss
2026-05-14,政治,Watch: What next after the King's Speech?,BBC首席政治记者解读国王演讲后政府下一步计划。,BBC Top,https://www.bbc.com/news/videos/crepv72x5xqo?at_medium=RSS&at_campaign=rss
2026-05-14,"政治, 经济",Farage faces standards probe into £5m gift from crypto billionaire,改革英国党领袖法拉奇因接受加密富豪55万英镑捐赠面临调查。,BBC Top,https://www.bbc.com/news/articles/c0l26g01703o?at_medium=RSS&at_campaign=rss
2026-05-14,"政治, 军事",Gunfire breaks out in Philippine Senate as police try to arrest senator,菲律宾警方在参议院逮捕一名国际刑警通缉参议员时发生枪战。,NPR World,https://www.npr.org/2026/05/13/g-s1-121827/gunfire-breaks-out-in-philippine-senate-as-police-try-to-arrest-senator
2026-05-14,"政治, 国际",Trump expected to talk Iran and trade during summit in China,特朗普访华将与中方讨论伊朗战争、贸易政策和台湾问题。,NPR World,https://www.npr.org/2026/05/13/nx-s1-5819712/trump-expected-to-talk-iran-and-trade-during-summit-in-china
2026-05-14,经济,[视频]一季度全国新设经营主体509.8万户,一季度全国新设经营主体509.8万户，高技术制造业和服务业增长显著。,新闻联播,https://tv.cctv.com/2026/05/13/VIDEJ1iXI33cGTavBASyJweW260513.shtml
2026-05-14,经济,[视频]外资加速布局中国服务业,外资加速布局中国服务业，一季度新设外企同比增长11%，高技术服务业实际使用外资翻番。,新闻联播,https://tv.cctv.com/2026/05/13/VIDEdzPJ494hFbPm839RJGYS260513.shtml
2026-05-14,"经济, 科技",[视频]一季度我国水电清洁能源基地建设全面提速,我国水电清洁能源基地建设全面提速，金沙江、雅砻江等流域多个重大项目推进。,新闻联播,https://tv.cctv.com/2026/05/13/VIDEkGE68lmFHB1HJeqCfRgX260513.shtml
2026-05-14,"经济, 民生",[视频]前4个月全国铁路完成固定资产投资2008亿元,前4个月全国铁路完成固定资产投资2008亿元，同比增长3.2%，多项重点工程取得进展。,新闻联播,https://tv.cctv.com/2026/05/13/VIDE3LiiocahJzsD5CLgzKwp260513.shtml
2026-05-14,经济,[视频]2025年我国新发现大中型矿产地200处,2025年我国非油气地质勘查投入252.50亿元，同比增长10%，新发现大中型矿产地200处。,新闻联播,https://tv.cctv.com/2026/05/13/VIDEmdu9X4DrEI1bBlwe8lge260513.shtml
2026-05-14,"经济, 国际",[视频]多元化文旅场景赋能入境游提质扩容,多元文旅场景和便利化政策吸引海外游客，带动入境游提质扩容，消费服务国际化。,新闻联播,https://tv.cctv.com/2026/05/13/VIDEKW2peWVFDlJHyTN9rzqV260513.shtml
2026-05-14,"经济, 科技",[视频]国内联播快讯,药品注册审结创新高；林草种苗质量提升；义新欧班列出口增长；四川发现千亿方页岩气田。,新闻联播,https://tv.cctv.com/2026/05/13/VIDEzgGpLGmIhUaQGsylXcDz260513.shtml
2026-05-14,"经济, 国际",Chinese economist talks about the competing interest of China and the U.S.,中国经济学家分析中美经济利益竞争格局。,NPR World,https://www.npr.org/2026/05/13/nx-s1-5818679/chinese-economist-talks-about-the-competing-interest-of-china-and-the-u-s
2026-05-14,"科技, 政治",[视频]【新思想引领新征程】推进国际科技创新中心建设 打造世界级科技创新策源地,习近平总书记强调科技创新是关键变量，我国高水平推进三大国际科技创新中心建设。,新闻联播,https://tv.cctv.com/2026/05/13/VIDEoNtKHK1zANjurrlRmmga260513.shtml
2026-05-14,"军事, 经济, 民生","War in Iran costs $29 billion so far. And, students are finally improving in math",美国防部称伊朗战争已耗资290亿美元；学生数学成绩提升。,NPR World,https://www.npr.org/2026/05/13/g-s1-121812/up-first-newsletter-war-iran-marty-makary-student-education-scorecard-trump-pardons
2026-05-14,民生,[视频]全国春灌已全面展开,全国春灌全面展开，水源充足，智慧灌溉系统助力精细化灌溉，推进灌区改造。,新闻联播,https://tv.cctv.com/2026/05/13/VIDEcfRgnRfx6pSGi81rTEoU260513.shtml
2026-05-14,"国际, 政治",[视频]国际社会期待中美元首会晤引领中美关系平稳前行 惠及世界,国际人士期待中美元首会晤引领关系平稳前行，促进世界和平与繁荣。,新闻联播,https://tv.cctv.com/2026/05/13/VIDEhjd3svST0t1KIQ1gRj9v260513.shtml
2026-05-14,国际,[视频]日本民众集会抗议高市政权“扩军”修宪等危险动向,日本民众集会抗议高市政权修宪扩武等危险动向。,新闻联播,https://tv.cctv.com/2026/05/13/VIDEU90PVVlZevpzK35oCBrp260513.shtml
2026-05-14,"国际, 经济",[视频]国际联播快讯,黎以冲突升级；英工党内部要求首相辞职；日本国债收益率升至近30年新高。,新闻联播,https://tv.cctv.com/2026/05/13/VIDEMOWXFzguMIE6fOXvQq0Z260513.shtml
2026-05-14,"国际, 政治","Trade, Iran and Taiwan on the agenda as Trump arrives in China for high-stakes talks with Xi",特朗普访华与习近平会晤，议程涉及贸易、伊朗和台湾问题。,BBC World,https://www.bbc.com/news/articles/c1w28qw1e0xo?at_medium=RSS&at_campaign=rss
2026-05-14,国际,Woman isolating on British island in South Pacific after hantavirus contact,接触汉坦病毒后，一名女性在英属皮特凯恩群岛隔离，无患病迹象。,BBC World,https://www.bbc.com/news/articles/cx21p7k70reo?at_medium=RSS&at_campaign=rss
2026-05-14,"国际, 政治",What to know as Trump visits Xi in China,特朗普抵达北京访华，系2017年后首次有美国领导人访问。,BBC World,https://www.bbc.com/news/articles/cyv2n7l1z14o?at_medium=RSS&at_campaign=rss
2026-05-14,社会,[视频]国务院新闻办举行“新征程上的奋斗者”中外记者见面会,国新办举行“新征程上的奋斗者”记者见面会，5位教师代表分享育人实践。,新闻联播,https://tv.cctv.com/2026/05/13/VIDEscxYGR8zbxd5OvlrcCQ2260513.shtml
